tool_id,tool_name,block_id,block_name,domain,module,level,format,owner_role,description,priority,dev_phase,effort_hours,adaptability,venue_types,block_dependencies,block_state,enrichment_level,mapping_status,development_status
T173-03,Disciplinary & Grievance Procedure Template,B173,Staff Handbook & Policies,D12_culture_identity,M12: Values Identity & Community,L2,SOP,Owner,"Step-by-step disciplinary procedure following the ACAS Code of Practice, covering informal discussion, first written warning, final written warning, and dismissal. Includes a parallel grievance procedure for staff to raise formal concerns.",P3,Phase 3 (Week 13+),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B172,enriched,gold,OK,planned
T174-02,Stepped Intervention Protocol,B174,Toxic Dynamics Intervention,D12_culture_identity,M12: Values Identity & Community,L2,SOP,Manager,"Four-stage intervention framework: informal conversation, formal meeting with written notes, written warning (ACAS-compliant), and final warning or dismissal. Each stage includes scripts, documentation requirements, and escalation triggers.",P3,Phase 3 (Week 13+),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173",enriched,gold,OK,planned
T174-03,Difficult Conversation Script Guide,B174,Toxic Dynamics Intervention,D12_culture_identity,M12: Values Identity & Community,L2,template,Manager,"Practical guide for structuring behavioural conversations: opening the discussion, describing specific behaviour and impact, stating expected change, agreeing a review date, and documenting the outcome. Includes example scripts for common cafe scenarios.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173",enriched,gold,OK,planned
T174-04,Intervention Record Template,B174,Toxic Dynamics Intervention,D12_culture_identity,M12: Values Identity & Community,L2,tracker,Manager,"Confidential record form for each intervention conversation capturing date, individuals involved, behaviour discussed, impact described, agreed actions, review date, and follow-up outcome. Filed securely and separately from general personnel records.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173",enriched,gold,OK,planned
T175-02,Quarterly Culture Scorecard,B175,Culture Excellence,D12_culture_identity,M12: Values Identity & Community,L2,dashboard,Owner,"Five-dimension measurement tool tracking pride, belonging, growth, voice, and energy on a 1-5 scale. Includes quarter-on-quarter trend charts and space for co-created action plans targeting the lowest-scoring dimension each quarter.",P3,Phase 3 (Week 13+),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173, B174",enriched,gold,OK,planned
T175-03,Culture Champion Initiative Planner,B175,Culture Excellence,D12_culture_identity,M12: Values Identity & Community,L2,template,All Staff,"Monthly planning template for the rotating Culture Champion, with a menu of initiative ideas (team playlist, skills swap, social event, new tradition), a simple budget guide, and a reflection section for capturing what worked.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B173, B174",enriched,gold,OK,planned
T176-03,Monthly State of the Cafe Briefing Template,B176,Owner Vision Communication,D12_culture_identity,M12: Values Identity & Community,L2,template,Owner,"Ten-minute briefing structure covering business performance highlights, current challenges, upcoming changes, vision connection points, and an open feedback question. Designed to be delivered verbally with minimal preparation.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B172,enriched,gold,OK,planned
T177-03,Monthly Values Champion Award Kit,B177,Team Recognition System,D12_culture_identity,M12: Values Identity & Community,L2,template,Manager,"Complete award framework including nomination criteria linked to each cafe value, a simple selection process, certificate template, reward options guide, and announcement script for team meetings.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B176",enriched,gold,OK,planned
T177-04,Peer-to-Peer Thank You Cards,B177,Team Recognition System,D12_culture_identity,M12: Values Identity & Community,L2,template,All Staff,Printed card templates with prompts for specific recognition: 'I want to thank [name] for [specific action] because [impact it had].' Designed to be displayed on the Wins Wall.,P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B176",enriched,gold,OK,planned
T178-02,Community Partnerships Register,B178,Community Identity Programme,D12_culture_identity,M12: Values Identity & Community,L2,tracker,Manager,"Rolling register of all active community partnerships documenting the organisation, contact person, what was agreed, value flowing each direction, start date, and review date. Used to manage and nurture relationships systematically.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B143",enriched,gold,OK,planned
T178-04,Monthly Community Event Planner,B178,Community Identity Programme,D12_culture_identity,M12: Values Identity & Community,L2,template,Manager,"Event planning template covering event concept, target audience, community partner involvement, logistics, promotion plan, budget, and post-event review. Includes a menu of proven cafe event ideas to draw from.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B172, B143",enriched,gold,OK,planned
T183-02,Near-Miss Reporting Form,B183,Health & Safety Risk Assessment,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,checklist,All Staff,"Simple one-page form for recording near-miss incidents: date, time, location, description of what happened, what prevented harm, and suggested improvement. Anonymity option included to encourage reporting.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B184,enriched,gold,OK,planned
T183-03,Health and Safety SOP Library Index,B183,Health & Safety Risk Assessment,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,SOP,Manager,"Master index of all health and safety SOPs covering burns prevention, manual handling, slip prevention, COSHH, electrical safety, and lone working, with version control and review schedule.",P3,Phase 3 (Week 13+),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B184,enriched,gold,OK,planned
T183-04,COSHH Assessment Register,B183,Health & Safety Risk Assessment,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,tracker,Manager,"Register of all hazardous substances used in the cafe (cleaning chemicals, descalers, sanitisers) with safety data sheets, storage requirements, PPE requirements, and first aid measures.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B184,enriched,gold,OK,planned
T184-03,Fire Safety Log Book,B184,Fire Safety & Emergency Procedures,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,tracker,Manager,"Structured log book recording weekly alarm tests, monthly emergency lighting checks, annual extinguisher servicing, fire drill records, and any fire safety issues. Provides an auditable compliance trail.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T184-04,Staff Fire Safety Training Record,B184,Fire Safety & Emergency Procedures,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,checklist,Manager,"Individual training record documenting each staff member's fire safety induction, extinguisher training, evacuation drill participation, and refresher dates.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T185-03,Compliance Calendar,B185,Licensing & Employment Law Audit,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,tracker,Manager,"Annual calendar tracking all licence renewal dates, insurance expiry, pension re-enrolment dates, and regulatory filing deadlines with advance warning alerts.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T185-04,Template Employment Contract,B185,Licensing & Employment Law Audit,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,template,Owner,"Cafe-specific employment contract template including all mandatory particulars required by the Employment Rights Act 1996 (as amended), customisable for different roles and working patterns.",P3,Phase 3 (Week 13+),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T185-05,Employee Onboarding Compliance Checklist,B185,Licensing & Employment Law Audit,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,checklist,Manager,"Step-by-step onboarding checklist ensuring all legal requirements are met before or on day one: right-to-work check, contract issuance, pension information, health and safety briefing, and data protection notice.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B183,enriched,gold,OK,planned
T186-03,Regulatory Visit Preparation Protocol,B186,Regulatory Excellence & Compliance Culture,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,SOP,Manager,"Step-by-step protocol for when a regulatory inspector arrives: greeting procedure, documentation to present, areas to show, questions to expect, and post-visit follow-up actions.",P3,Phase 3 (Week 13+),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B183, B184, B185",enriched,gold,OK,planned
T186-04,Monthly Self-Audit Checklist,B186,Regulatory Excellence & Compliance Culture,D12_culture_identity,M16: Regulatory Governance & Risk Management,L2,checklist,Compliance Champion,"Comprehensive monthly checklist covering critical compliance items across all regulatory areas, completed by the compliance champion and reviewed by the owner.",P3,Phase 3 (Week 13+),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B183, B184, B185",enriched,gold,OK,planned
T195-02,Weekly Waste Audit Tracker,B195,Sustainability Strategy,D12_culture_identity,M06: Supply Chain & Supplier Relations,L2,tracker,Sustainability Champion,"Weekly log tracking waste by stream (general, recycling, compost, coffee grounds) in kilograms, with automatic calculation of landfill diversion rate and trend analysis over time.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B059, B110",enriched,gold,OK,planned
T195-03,Supplier Sustainability Scorecard,B195,Sustainability Strategy,D12_culture_identity,M06: Supply Chain & Supplier Relations,L2,scorecard,Manager,"Evaluation matrix scoring each supplier on packaging, certifications, transport miles, ethical practices, and waste reduction commitments. Used during supplier review and procurement decisions.",P3,Phase 3 (Week 13+),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B059, B110",enriched,gold,OK,planned
T195-05,Sustainability Policy Template,B195,Sustainability Strategy,D12_culture_identity,M06: Supply Chain & Supplier Relations,L2,SOP,Owner,"Comprehensive policy document template covering energy management, waste hierarchy, water conservation, ethical sourcing standards, packaging commitments, and community engagement goals.",P3,Phase 3 (Week 13+),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B059, B110",enriched,gold,OK,planned
